gamma,qaoa_selected,qaoa_objective,qaoa_relevance_term,qaoa_robustness_term,qaoa_redundancy_term,exact_selected,exact_objective,exact_relevance_term,exact_robustness_term,exact_redundancy_term,approximation_ratio
0.0,"['sttl', 'ct_state_ttl', 'dload', 'dmean']",1.909409973113636,2.6616053291377537,1.4311916597406145,3.0087814240964708,"['sttl', 'ct_state_ttl', 'dload', 'rate']",2.1429506159531893,2.7517153751416856,1.2100868645837897,2.435059036753985,0.8910191205056427
0.1,"['sttl', 'ct_state_ttl', 'dload', 'rate']",2.0219419294948104,2.7517153751416856,1.2100868645837897,2.435059036753985,"['sttl', 'ct_state_ttl', 'dload', 'rate']",2.0219419294948104,2.7517153751416856,1.2100868645837897,2.435059036753985,1.0
0.25,"['sttl', 'ct_state_ttl', 'dload', 'rate']",1.8404288998072418,2.7517153751416856,1.2100868645837897,2.435059036753985,"['sttl', 'ct_state_ttl', 'dload', 'rate']",1.8404288998072418,2.7517153751416856,1.2100868645837897,2.435059036753985,1.0
0.5,"['sttl', 'ct_state_ttl', 'dload', 'rate']",1.5379071836612943,2.7517153751416856,1.2100868645837897,2.435059036753985,"['sttl', 'ct_state_ttl', 'dload', 'rate']",1.5379071836612943,2.7517153751416856,1.2100868645837897,2.435059036753985,1.0
1.0,"['sttl', 'dload', 'ct_dst_sport_ltm', 'rate']",1.1997609769644877,2.226293154304119,0.5559988422700187,1.8821333402784495,"['sttl', 'dload', 'ct_dst_sport_ltm', 'rate']",1.1997609769644877,2.226293154304119,0.5559988422700187,1.8821333402784495,1.0
2.0,"['sttl', 'dload', 'rate', 'swin']",0.966421506085839,1.9269126797986762,0.21008686458378958,2.1612697781810324,"['sttl', 'dload', 'rate', 'swin']",0.966421506085839,1.9269126797986762,0.21008686458378958,2.1612697781810324,1.0
