delta,exact_selection,qaoa_selection,exact_objective,qaoa_objective,approximation_ratio,exact_f1,exact_balanced_accuracy,exact_roc_auc,qaoa_f1,qaoa_balanced_accuracy,qaoa_roc_auc
0.0,sbytes|sttl|dbytes|ct_state_ttl,sbytes|sttl|dbytes|ct_state_ttl,1.8421708158759165,1.8421708158759165,1.0,0.9529399255715045,0.9358714119629166,0.9856452182448243,0.9529399255715045,0.9358714119629166,0.9856452182448243
0.1,sbytes|sttl|dbytes|ct_state_ttl,sbytes|sttl|dbytes|ct_state_ttl,1.8398473090528162,1.8398473090528162,1.0,0.9529399255715045,0.9358714119629166,0.9856452182448243,0.9529399255715045,0.9358714119629166,0.9856452182448243
0.25,sbytes|sttl|dbytes|ct_state_ttl,sbytes|sttl|dbytes|ct_state_ttl,1.836362048818166,1.836362048818166,1.0,0.9529399255715045,0.9358714119629166,0.9856452182448243,0.9529399255715045,0.9358714119629166,0.9856452182448243
0.5,sbytes|sttl|dbytes|ct_state_ttl,sbytes|sttl|dbytes|ct_state_ttl,1.8305532817604155,1.8305532817604155,1.0,0.9529399255715045,0.9358714119629166,0.9856452182448243,0.9529399255715045,0.9358714119629166,0.9856452182448243
1.0,sbytes|sttl|dbytes|ct_state_ttl,sbytes|sttl|dbytes|ct_state_ttl,1.8189357476449146,1.8189357476449146,1.0,0.9529399255715045,0.9358714119629166,0.9856452182448243,0.9529399255715045,0.9358714119629166,0.9856452182448243
2.0,sbytes|sttl|dbytes|ct_state_ttl,sbytes|sttl|dbytes|ct_state_ttl,1.795700679413913,1.795700679413913,1.0,0.9529399255715045,0.9358714119629166,0.9856452182448243,0.9529399255715045,0.9358714119629166,0.9856452182448243
5.0,sbytes|sttl|dbytes|ct_state_ttl,sbytes|sttl|dbytes|ct_state_ttl,1.7259954747209076,1.7259954747209076,1.0,0.9529399255715045,0.9358714119629166,0.9856452182448243,0.9529399255715045,0.9358714119629166,0.9856452182448243
10.0,sbytes|sttl|dbytes|ct_state_ttl,sbytes|sttl|dbytes|ct_state_ttl,1.6098201335658988,1.6098201335658988,1.0,0.9529399255715045,0.9358714119629166,0.9856452182448243,0.9529399255715045,0.9358714119629166,0.9856452182448243
